Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
[68]     0.0    0.00    0.00   40000         unsigned long long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long long>(unsigned long long const*, unsigned long long const*, unsigned long long*) [68]
-----------------------------------------------
                0.00    0.00   40000/40000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base(unsigned long, std::allocator<unsigned long long> const&) [71]
[69]     0.0    0.00    0.00   40000         std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long long> const&) [69]
                0.00    0.00   40000/80000       std::allocator<unsigned long long>::allocator(std::allocator<unsigned long long> const&) [48]
                0.00    0.00   40000/80000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl_data::_Vector_impl_data() [51]
-----------------------------------------------
                0.00    0.00   40000/40000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base(unsigned long, std::allocator<unsigned long long> const&) [71]
[70]     0.0    0.00    0.00   40000         std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_create_storage(unsigned long) [70]
                0.00    0.00   40000/80000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_allocate(unsigned long) [49]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::vector(unsigned long, unsigned long long const&, std::allocator<unsigned long long> const&) [17]
[71]     0.0    0.00    0.00   40000         std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_base(unsigned long, std::allocator<unsigned long long> const&) [71]
                0.00    0.00   40000/40000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_Vector_impl::_Vector_impl(std::allocator<unsigned long long> const&) [69]
                0.00    0.00   40000/40000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_create_storage(unsigned long) [70]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_max_size(std::allocator<unsigned long long> const&) [78]
[72]     0.0    0.00    0.00   40000         std::allocator_traits<std::allocator<unsigned long long> >::max_size(std::allocator<unsigned long long> const&) [72]
                0.00    0.00   40000/40000       __gnu_cxx::new_allocator<unsigned long long>::max_size() const [63]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::uninitialized_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [90]
[73]     0.0    0.00    0.00   40000         unsigned long long* std::__uninitialized_copy<true>::__uninit_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [73]
                0.00    0.00   40000/40000       unsigned long long* std::copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*>(__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, unsigned long long*) [95]
-----------------------------------------------
                0.00    0.00   40000/40000       unsigned long long* std::uninitialized_fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [92]
[74]     0.0    0.00    0.00   40000         unsigned long long* std::__uninitialized_fill_n<true>::__uninit_fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [74]
                0.00    0.00   40000/40000       unsigned long long* std::fill_n<unsigned long long*, unsigned long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&) [96]
-----------------------------------------------
                0.00    0.00   40000/40000       main [1]
[75]     0.0    0.00    0.00   40000         std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::operator=(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > const&) [75]
                0.00    0.00   40000/40000       std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::operator=(std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> > const&) [76]
-----------------------------------------------
                0.00    0.00   40000/40000       std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >::operator=(std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > const&) [75]
[76]     0.0    0.00    0.00   40000         std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> >::operator=(std::tr2::__dynamic_bitset_base<unsigned long long, std::allocator<unsigned long long> > const&) [76]
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::operator=(std::vector<unsigned long long, std::allocator<unsigned long long> > const&) [82]
-----------------------------------------------
                0.00    0.00   40000/40000       main [1]
[77]     0.0    0.00    0.00   40000         std::vector<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> >, std::allocator<std::tr2::dynamic_bitset<unsigned long long, std::allocator<unsigned long long> > > >::operator[](unsigned long) [77]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long long> const&) [79]
[78]     0.0    0.00    0.00   40000         std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_max_size(std::allocator<unsigned long long> const&) [78]
                0.00    0.00   40000/40000       std::allocator_traits<std::allocator<unsigned long long> >::max_size(std::allocator<unsigned long long> const&) [72]
                0.00    0.00   40000/40004       unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [61]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::vector(unsigned long, unsigned long long const&, std::allocator<unsigned long long> const&) [17]
[79]     0.0    0.00    0.00   40000         std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_check_init_len(unsigned long, std::allocator<unsigned long long> const&) [79]
                0.00    0.00   40000/80000       std::allocator<unsigned long long>::allocator(std::allocator<unsigned long long> const&) [48]
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::_S_max_size(std::allocator<unsigned long long> const&) [78]
                0.00    0.00   40000/160000      std::allocator<unsigned long long>::~allocator() [37]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::vector(unsigned long, unsigned long long const&, std::allocator<unsigned long long> const&) [17]
[80]     0.0    0.00    0.00   40000         std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_fill_initialize(unsigned long, unsigned long long const&) [80]
                0.00    0.00   40000/200000      std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_get_Tp_allocator() [35]
                0.00    0.00   40000/40000       unsigned long long* std::__uninitialized_fill_n_a<unsigned long long*, unsigned long, unsigned long long, unsigned long long>(unsigned long long*, unsigned long, unsigned long long const&, std::allocator<unsigned long long>&) [94]
-----------------------------------------------
                0.00    0.00   40000/40000       std::vector<unsigned long long, std::allocator<unsigned long long> >::operator=(std::vector<unsigned long long, std::allocator<unsigned long long> > const&) [82]
[81]     0.0    0.00    0.00   40000         unsigned long long* std::vector<unsigned long long, std::allocator<unsigned long long> >::_M_allocate_and_copy<__gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > > >(unsigned long, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >, __gnu_cxx::__normal_iterator<unsigned long long const*, std::vector<unsigned long long, std::allocator<unsigned long long> > >) [81]
                0.00    0.00   40000/80000       std::_Vector_base<unsigned long long, std::allocator<unsigned long long> >::_M_allocate(unsigned long) [49]
